title,book_name,author,num_chapters,cleaned?,outline,processed,plot_structure,pub_year,num_claims,genres,num_tokens,summary,Notes
Dead Sould,gogol,Nikolai Gogol,15,False,False,False,,,,,193419,,
The Jungle,sinclair,Upton Sinclair,31,False,False,False,,1905.0,,Urban Fiction,198396," The main character in the book is a Lithuanian man called Jurgis Rudkus, an immigrant to the United States trying to make ends meet. The book begins describing the wedding feast beginning at four o'clock after the marriage in Chicago of Jurgis to a fifteen year old Lithuanian girl named Ona Lukoszaite whom he had known from his Lithuanian days. The second chapter goes back to when Jurgis and Ona were in Lithuania before they married and Jurgis's courtship of her, the death of her father, and their decision to start dating and eventually immigrate to the United States along with her stepmother Teta Elzbieta, and their extended family after hearing how their relative Jokubas Szedvilas is making money there. In the second and third chapters Jurgis and Ona settle in Chicago's infamous Packingtown district, where from the start, Jurgis takes a job at Brown's slaughterhouse. (Brown was a pseudonym for Armour and Company.) Jurgis believes when he immigrates to the United States that it will be a land of more freedom, but soon his employer's treatment of him disappoints him. Alas, they have to make compromises and concessions to survive. Due partly to illiteracy in English, they quickly make a series of bad decisions that cause them to go deep into debt and fall prey to con men. The most devastating decision comes when, in hopes of owning their own home, the family falls victim to a predatory lending scheme that exhausts all their remaining savings on the down-payment for a sub-standard slum house that (by design) they cannot possibly afford. The family is evicted and their money taken, leaving them truly devastated. The family had formerly envisioned that Jurgis alone would be able to support them in the United States, but one by one, all of them&mdash;the women, the young children, and Jurgis' sick father&mdash;have to find jobs in order to contribute to the meager family income. As the novel progresses, the jobs and means the family uses to stay alive slowly and inevitably lead to their physical and moral decay. A series of unfortunate events&mdash;accidents at work, along with a number of deaths in the family that under normal circumstances could have been prevented&mdash;leads the family further toward catastrophe. One injury results in Jurgis being fired; he later takes a job at Durham's fertilizer plant. (Durham was a pseudonym for Swift and Company.) The family's tragedies cumulate when Ona confesses to Jurgis, who is suspicious of her frequent absences from home, that her boss, Phil Connor, had raped her, and made her job dependent on her giving him sexual favors. In revenge, Jurgis later attacks Connor, leading to his arrest and imprisonment by the corrupt judge Pat Callahan, who sides with Connor against Jurgis. After his stint in jail, Jurgis returns home, only to find out that his family has been evicted. He finds his family at a relative's house; Jurgis also discovers Ona in labor with her second child. Ona dies in childbirth from blood loss at the age of eighteen. Jurgis lacked money to pay for a doctor; so Ona has to rely on the greedy and incompetent Madame Haupt, whose carelessness leads to Ona's death. Soon after their first child drowns in the muddy street, causing Jurgis to flee the city in utter despair and turn to drinking. At first the mere presence of fresh air is balm to his soul, but his brief sojourn as a hobo in rural United States shows him that there is really no escape&mdash;even farmers turn their workers away when the harvest is finished. Jurgis returns to Chicago and holds down a succession of jobs outside the meat packing industry&mdash;digging tunnels, as a political hack, and as a con-man&mdash;but injuries on the job, his past and his innate sense of personal integrity continue to haunt him, and he drifts without direction. One night, while looking for a warm and dry refuge, he wanders into a lecture being given by a charismatic Socialist orator, and finds a sense of community and purpose. Socialism and strong labor unions are the answer to the evils that he, his family and their fellow sufferers have had to endure. A fellow socialist employs him, and he resumes his support of his wife's family, although some of them are damaged beyond repair. The book ends with another socialist rally, which comes on the heels of several recent political victories. The speaker encourages his comrades to keep fighting for victories, chanting ""Chicago will be ours!""",
Wrecked in Port: A Novel,yates_port,Edmund Yates,38,False,False,False,,,,,203931,,
Emma,austen_emma,Jane Austen,55,False,False,False,,,,,211903," Emma Woodhouse, aged 20 at the start of the novel, is a young, beautiful, witty, and privileged woman in Regency England. She lives on the fictional estate of Hartfield in Surrey in the village of Highbury with her elderly widowed father, a hypochondriac who is excessively concerned for the health and safety of his loved ones. Emma's friend and only critic is the gentlemanly George Knightley, her neighbour from the adjacent estate of Donwell, and the brother of her elder sister Isabella's husband, John. As the novel opens, Emma has just attended the wedding of Miss Taylor, her best friend and former governess. Having introduced Miss Taylor to her future husband, Mr. Weston, Emma takes credit for their marriage, and decides that she rather likes matchmaking. Against Mr. Knightley's advice, Emma forges ahead with her new interest, and tries to match her new friend Harriet Smith, a sweet, pretty, but none-too-bright parlour boarder of seventeen &mdash;described as ""the natural daughter of somebody""&mdash; to Mr. Elton, the local vicar. Emma becomes convinced that Mr. Elton's constant attentions are a result of his attraction and growing love for Harriet. But before events can unfold as she plans, Emma must first persuade Harriet to refuse an advantageous marriage proposal. Her suitor is a respectable, educated, and well-spoken young gentleman farmer, Robert Martin, but Emma snobbishly decides he isn't good enough for Harriet. Against her own wishes, the easily-influenced Harriet rejects Mr. Martin. Emma's schemes go awry when Mr. Elton, a social climber, fancies Emma is in love with him and proposes to her. Emma's friends had suggested that Mr. Elton's attentions were really directed at her, but she had misread the signs. Emma, rather shocked and a bit insulted, tells Mr. Elton that she had thought him attached to Harriet; however Elton is outraged at the very idea of marrying the socially inferior Harriet. After Emma rejects Mr. Elton, he leaves for a while for a sojourn in Bath, and Harriet fancies herself heartbroken. Emma feels dreadful about misleading Harriet and resolves—briefly—to interfere less in people's lives. Mr. Elton, as Emma's misconceptions of his character melt away, reveals himself to be arrogant, resentful, and pompous. He soon returns from Bath with a pretentious, nouveau-riche wife who becomes part of Emma's social circle, though the two women soon loathe each other. The Eltons treat the still lovestruck Harriet deplorably, culminating with Mr Elton very publicly snubbing Harriet at a dance. Mr Knightley, who had until this moment refrained from dancing, gallantly steps in to partner Harriet, much to Emma's gratification. An interesting development is the arrival in the neighbourhood of the handsome and charming Frank Churchill, Mr. Weston's son, who had been given to his deceased wife's wealthy brother and his wife, the Churchills, to raise. Frank, who is now Mrs. Weston's stepson, and Emma have never met, but she has a long-standing interest in doing so. The whole neighborhood takes a fancy to him, with the partial exception of Mr. Knightley, who becomes uncharacteristically grumpy whenever his name is mentioned and suggests to Emma that while Frank is clever and engaging, he is also a rather shallow character. A third newcomer is the orphaned Jane Fairfax, the reserved, beautiful, and elegant niece of Emma's impoverished neighbour, the talkative Miss Bates, who lives with her deaf, widowed mother. Miss Bates is an aging spinster, well-meaning but increasingly poor; Emma strives to be polite and kind to her, but is irritated by her constant chattering. Jane, very gifted musically, is Miss Bates' pride and joy; Emma envies her talent, and although she has known Jane all her life has never warmed to her personally. Jane had lived with Miss Bates until she was nine, but Colonel Campbell, a friend of her father's, welcomed her into his own home, where she became fast friends with his daughter and received a first-rate education. But now Miss Campbell has married, and the accomplished but penniless Jane has returned to her Bates relations, ostensibly to regain her health and to prepare to earn her living as a governess. Emma is annoyed to find the entire neighborhood, including Mrs. Weston and Mr. Knightley, singing Jane's praises, but when Mrs. Elton, who fancies herself the new leader of Highbury society, patronizingly takes Jane under her wing and announces that she will find her the ideal governess post, Emma begins to feel some sympathy for Jane's predicament. Still, Emma sees something mysterious in Jane's sudden return to Highbury and imagines that Jane and Miss Campbell's husband, Mr. Dixon, were mutually attracted, and that is why she has come home instead of going to Ireland to visit them. She shares her suspicions with Frank, who had become acquainted with Jane and the Campbells when they met at a vacation spot a year earlier, and he apparently agrees with her. Suspicions are further fueled when a piano, sent by an anonymous benefactor, arrives for Jane. Emma tries to make herself fall in love with Frank largely because almost everyone seems to expect it. Frank appears to be courting Emma, and the two flirt and banter together in public, at parties, and on a day-trip to Box Hill, a local beauty spot. However, when his demanding and ailing aunt, Mrs. Churchill, summons Frank home, Emma discovers she does not miss her ""lover"" nearly as much as she expected and sets about plotting a match between him and Harriet, who seems to have finally gotten over Mr. Elton. Harriet breathlessly reports that Frank has ""saved"" her from a band of Gypsies, and seems to be confessing her admiration for him. Meanwhile, Mrs. Weston wonders if Emma's old friend Mr. Knightley has taken a fancy to Jane. Emma immediately dismisses that idea and protests that she does not want Mr. Knightley to marry anyone, and that her little nephew Henry must inherit Donwell, the Knightley family property. When Mr. Knightley scolds her for a thoughtless insult to Miss Bates, Emma is stunned and ashamed and tries to atone by going to visit Miss Bates. Mr. Knightley is surprised and deeply impressed by Emma's recognition of her wrongdoing, but this meaningful rapprochement is broken off when he announces he must leave for London to visit his brother. Meanwhile, Jane reportedly becomes ill, but refuses to see Emma or accept her gifts, and it is suddenly announced that she has accepted a governess position from one of Mrs. Elton's friends. On the heels of this comes word that Frank Churchill's aunt has died, and with it the astonishing news that Frank and Jane have been secretly engaged since they first met on holiday a year ago. They had been keeping the engagement quiet because they knew that Frank's imperious aunt would disapprove and likely disinherit him if he went through with the match. The strain of the clandestine relationship had been much harder on the conscientious Jane than the carefree Frank, and the two had quarreled bitterly; but now that his aunt has died, his easygoing uncle has already given his blessing. The engagement becomes public, the secrets behind Jane and Frank's behavior are revealed, and Emma is chagrined to discover that once again she has been so wrong about so much. Emma is certain that Harriet will be devastated by Frank's engagement, but Harriet reassures her that this is not the case. In fact, Harriet tells Emma, it is Mr. Knightley who has captured her heart, and she believes he returns her feelings. Emma is dumbstruck over what she at first thinks is the impropriety of the match, but as she faces her feelings of dismay and jealousy, she realizes in a flash that she has long been in love with Mr. Knightley herself. She is shattered to think that it may be too late and resolves to support her dear friends in whatever they do, even at the cost of her own broken heart. However, when Mr. Knightley hurries back to Highbury to console Emma over what he imagines to be the loss of Frank Churchill, she discovers that he is also in love with her. He proposes and she joyfully accepts. There is one more match to be made: With encouragement from Mr. Knightley, the farmer Robert Martin proposes again to Harriet, and this time she accepts. Jane and Emma reconcile and all misunderstandings are cleared up before Jane and Frank leave for their wedding and life with his uncle in Yorkshire. Emma and Mr. Knightley decide that after their marriage they will live with Emma's father at Hartfield to spare Mr. Woodhouse loneliness and distress. They seem headed for a union of ""perfect happiness,"" to the great joy of their friends. Mrs. Weston gives birth to a baby girl, to the great satisfaction of Emma, who looks forward to introducing little Miss Weston to her young nephews.",Need to complete outline generation
Dracula,stoker,Bram Stoker,27,False,False,False,,,,,212260," The novel is told in epistolary format, as a series of letters, diary entries, ships' log entries, and so forth. The main writers of these items are also the novel's protagonists. The story is occasionally supplemented with newspaper clippings that relate events not directly witnessed by the story's characters. The tale begins with Jonathan Harker, a newly qualified English solicitor, journeying by train and carriage from England to Count Dracula's crumbling, remote castle (situated in the Carpathian Mountains on the border of Transylvania, Bukovina and Moldavia). The purpose of his mission is to provide legal support to Dracula for a real estate transaction overseen by Harker's employer, Peter Hawkins, of Exeter in England. At first enticed by Dracula's gracious manner, Harker soon discovers that he has become a prisoner in the castle. He also begins to see disquieting facets of Dracula's nocturnal life. One night while searching for a way out of the castle, and against Dracula's strict admonition not to venture outside his room at night, Harker falls under the spell of three wanton female vampires, ""the Sisters."" He is saved at the last second by the Count, because he wants to keep Harker alive just long enough to obtain needed legal advice and teachings about England and London (Dracula's planned travel destination was to be among the ""teeming millions""). Harker barely escapes from the castle with his life. Not long afterward, a Russian ship, the Demeter, having weighed anchor at Varna, runs aground on the shores of Whitby, England, during a fierce tempest. All of the crew are missing and presumed dead, and only one body is found, that of the captain tied to the ship's helm. The captain's log is recovered and tells of strange events that had taken place during the ship's journey. These events led to the gradual disappearance of the entire crew apparently owing to a malevolent presence on board the ill-fated ship. An animal described as a large dog is seen on the ship leaping ashore. The ship's cargo is described as silver sand and boxes of ""mould"", or earth, from Transylvania. Soon Dracula is tracking Harker's devoted fiancée, Wilhelmina ""Mina"" Murray, and her friend, Lucy Westenra. Lucy receives three marriage proposals in one day, from Dr. John Seward; Quincey Morris; and the Hon. Arthur Holmwood (later Lord Godalming). Lucy accepts Holmwood's proposal while turning down Seward and Morris, but all remain friends. There is a notable encounter between Dracula and Seward's patient Renfield, an insane man who means to consume insects, spiders, birds, and other creatures &mdash; in ascending order of size &mdash; in order to absorb their ""life force"". Renfield acts as a motion sensor, detecting Dracula's proximity and supplying clues accordingly. Lucy begins to waste away suspiciously. All of her suitors fret, and Seward calls in his old teacher, Professor Abraham Van Helsing from Amsterdam. Van Helsing immediately determines the cause of Lucy's condition but refuses to disclose it, knowing that Seward's faith in him will be shaken if he starts to speak of vampires. Van Helsing tries multiple blood transfusions, but they are clearly losing ground. On a night when Van Helsing must return to Amsterdam (and his message to Seward asking him to watch the Westenra household is delayed), Lucy and her mother are attacked by a wolf. Mrs. Westenra, who has a heart condition, dies of fright, and Lucy apparently dies soon after. Lucy is buried, but soon afterward the newspapers report children being stalked in the night by a ""bloofer lady"" (as they describe it), i.e. ""beautiful lady"". Van Helsing, knowing that this means Lucy has become a vampire, confides in Seward, Lord Godalming and Morris. The suitors and Van Helsing track her down, and after a disturbing confrontation between her vampiric self and Arthur, they stake her heart, behead her, and fill her mouth with garlic. Around the same time, Jonathan Harker arrives home from recuperation in Budapest (where Mina joined and married him after his escape from the castle); he and Mina also join the coalition, who turn their attentions to dealing with Dracula. After Dracula learns of Van Helsing's and the others' plot against him, he takes revenge by visiting – and feeding from – Mina at least three times. Dracula also feeds Mina his blood, creating a spiritual bond between them to control her. The only way to forestall this is to kill Dracula first. Mina slowly succumbs to the blood of the vampire that flows through her veins, switching back and forth from a state of consciousness to a state of semi-trance during which she is telepathically connected with Dracula. This telepathic connection is established to be two-way, in that the Count can influence Mina, but in doing so betrays to her awareness of his surroundings. After the group sterilizes all of his lairs in London by putting pieces of consecrated host in each box of earth, Dracula flees back to his castle in Transylvania, transported in a box with transfer and portage instructions forwarded, pursued by Van Helsing's group, who themselves are aided by Van Helsing hypnotizing Mina and questioning her about the Count. The group splits in three directions. Van Helsing goes to the Count's castle and kills his trio of brides, and shortly afterwards all converge on the Count just at sundown under the shadow of the castle. Harker and Quincey rush to Dracula's box, which is being transported by Gypsies. Harker shears Dracula through the throat with a Kukri while the mortally wounded Quincey, slashed by one of the crew, stabs the Count in the heart with a Bowie knife. Dracula crumbles to dust, and Mina is freed from his curse. The book closes with a note about Mina's and Jonathan's married life and the birth of their first-born son, whom they name after all four members of the party, but refer to only as Quincey in remembrance of their American friend.",
A Country Gentleman and His Family,oliphant_gentleman,Mrs. Oliphant,52,False,False,False,,,,,218087,,
The Adventures of Ferdinand Count Fathom,smollett_fathom,Tobias Smollett,67,False,False,False,,,,,220217,,
Oliver Twist,dickens_twist,Charles Dickens,53,False,False,False,,,,,221561," Oliver Twist is born into a life of poverty and misfortune in a workhouse in an unnamed town (although when originally published in Bentley's Miscellany in 1837 the town was called Mudfog and said to be within 70 miles north of London - in reality this is the location of the town of Northampton). Orphaned almost from his first breath by his mother’s death in childbirth and his father’s unexplained absence, Oliver is meagerly provided for under the terms of the Poor Law, and spends the first nine years of his life at a baby farm in the 'care' of a woman named Mrs. Mann. Oliver is brought up with little food and few comforts. Around the time of Oliver's ninth birthday, Mr. Bumble, a parish beadle, removes Oliver from the baby farm and puts him to work picking oakum at the main workhouse. Oliver, who toils with very little food, remains in the workhouse for six months. One day, the desperately hungry boys decide to draw lots; the loser must ask for another portion of gruel. The task falls to Oliver, who at the next meal tremblingly comes forward, bowl in hand, and makes his famous request: ""Please, sir, I want some more."" A great uproar ensues. The board of well-fed gentlemen who administer the workhouse hypocritically offer five pounds to any person wishing to take on the boy as an apprentice. A brutal chimney sweep almost claims Oliver, however, when he begs despairingly not to be sent away with ""that dreadful man"", a kindly old magistrate refuses to sign the indentures. Later, Mr. Sowerberry, an undertaker employed by the parish, took Oliver into his service. He treats Oliver better, and because of the boy's sorrowful countenance, uses him as a mourner at children’s funerals. However, Mr. Sowerberry is in an unhappy marriage, and his wife takes an immediate dislike to Oliver — primarily because her husband seems to like him — and loses few opportunities to underfeed and mistreat him. He also suffers torment at the hands of Noah Claypole, an oafish but bullying fellow apprentice and ""charity boy"" who is jealous of Oliver’s promotion to mute, and Charlotte, the Sowerberrys' maidservant, who is in love with Noah. One day, in an attempt to bait Oliver, Noah insults Oliver's biological mother, calling her ""a regular right-down bad ‘un"". Oliver flies into a rage, attacking and even beating the much bigger boy. Mrs. Sowerberry takes Noah’s side, helps him to subdue, punching, and beating Oliver, and later compels her husband and Mr. Bumble, who has been sent for in the aftermath of the fight, into beating Oliver again. Once Oliver is sent to his room for the night, he does something that he hadn't done since babyhood — he breaks down and weeps. Alone that night, Oliver finally decides to run away, and, ""He remembered to have seen the waggons, as they went out, toiling up the hill. He took the same route,"" until a well-placed milestone sets his wandering feet towards London. During his journey to London, Oliver encounters Jack Dawkins, a pickpocket more commonly known by the nickname the ""Artful Dodger"", although Oliver's innocent nature prevents him from recognising this hint that the boy may be dishonest. Dodger provides Oliver with a free meal and tells him of a gentleman in London who will ""give him lodgings for nothing, and never ask for change"". Grateful for the unexpected assistance, Oliver follows Dodger to the ""old gentleman""'s residence. In this way, Oliver unwittingly falls in with an infamous Jewish criminal known as Fagin, the so-called gentleman of whom the Artful Dodger spoke. Ensnared, Oliver lives with Fagin and his gang of juvenile pickpockets in their lair at Saffron Hill for some time, unaware of their criminal occupations. He believes they make wallets and handkerchiefs. Later, Oliver naïvely goes out to ""make handkerchiefs"" because of no income coming in, with two of Fagin’s underlings: The Artful Dodger and a boy of a humorous nature named Charley Bates. Oliver realises too late that their real mission is to pick pockets. Dodger and Charley steal the handkerchief of an old gentleman named Mr. Brownlow, and promptly flee. When he finds his handkerchief missing, Mr. Brownlow turns round, sees Oliver, and pursues him. Others join the chase and Oliver is caught and taken before the magistrate. Curiously, Mr. Brownlow has second thoughts about the boy—he seems reluctant to believe he is a pickpocket. To the judge's evident disappointment, a bookstall holder who saw Dodger commit the crime clears Oliver, who, by now actually ill, faints in the courtroom. Mr. Brownlow takes Oliver home and, along with his housekeeper Mrs. Bedwin, cares for him. Oliver stays with Mr. Brownlow, recovers rapidly, and blossoms from the unaccustomed kindness. His bliss, however, is interrupted when Fagin, fearing Oliver might ""peach"" on his criminal gang, decides that Oliver must be brought back to his hideout. When Mr. Brownlow sends Oliver out to pay for some books, one of the gang, a young girl named Nancy, whom Oliver had previously met at Fagin's, accosts him with help from her abusive lover, a brutal robber named Bill Sikes, and Oliver is quickly bundled back to Fagin's lair. The thieves take the five-pound note Mr. Brownlow had entrusted to him, and strip him of his fine new clothes. Oliver, dismayed, flees and attempts to call for police assistance, but is ruthlessly dragged back by the Dodger, Charley and Fagin. Nancy, however, is sympathetic towards Oliver and saves him from beatings by Fagin and Sikes. In a renewed attempt to draw Oliver into a life of crime, Fagin forces him to participate in a burglary. Nancy reluctantly assists in recruiting him, all the while assuring the boy that she will help him if she can. Sikes, after threatening to kill him if he does not cooperate, sends Oliver through a small window and orders him to unlock the front door. The robbery goes wrong, however, and Oliver is shot and wounded in his left arm. After being abandoned by Sikes, the wounded Oliver ends up under the care of the people he was supposed to rob: Miss Rose and her guardian Mrs. Maylie Meanwhile, a mysterious man named Monks has found Fagin and is plotting with him to destroy Oliver's reputation. Monks denounces Fagin's failure to turn Oliver into a criminal and the two of them agree on a plan to make sure he does not find out about his past. Monks is apparently related to Oliver in some manner, although it's not mentioned until later. Back in Oliver's hometown, Mr. Bumble married Ms. Corney, the wealthy matron of the workhouse, only to find himself in an unhappy marriage constantly arguing with his domineering wife. After one such argument, Mr. Bumble walks over to a pub, where he meets Monks, who questions him about Oliver. Bumble informs Monks that he knows someone who can give Monks more information for a price, and later Monks meets secretly with the Bumbles. After Mrs. Bumble has told Monks all she knows, the three arrange to take a locket and ring which had once belonged to Oliver's mother and toss them into a nearby river. Monks relates this to Fagin as part of the plot to destroy Oliver, unaware that Nancy has eavesdropped on their conversation and gone ahead to inform Oliver's benefactors. Nancy, by this time ashamed of her role in Oliver's kidnapping, and fearful for the boy's safety, goes to Rose Maylie and Mr. Brownlow to warn them. She knows that Monks and Fagin are plotting to get their hands on the boy again and holds some secret meetings on the subject with Oliver's benefactors. One night Nancy tries to leave for one of the meetings, but Sikes refuses permission when she doesn't state exactly where she's going. Fagin realizes that Nancy is up to something and resolves to find out what her secret is. Meanwhile, Noah has fallen out with the undertaker Mr. Sowerberry, stolen money from him and fled to London. Charlotte has accompanied him — they are now in a relationship. Using the name ""Morris Bolter"", he joins Fagin's gang for protection and becomes a practicer of ""the kinchen lay"" (robbing children) while it is implied that Charlotte becomes a prostitute. During Noah's stay with Fagin, the Artful Dodger is caught with a stolen silver snuff box, convicted (in a very humorous courtroom scene) and transported to Australia. Later, Noah is sent by Fagin to ""dodge"" (spy on) Nancy, and discovers her secret: she has been meeting secretly with Rose and Mr. Brownlow to discuss how to save Oliver from Fagin and Monks. Fagin angrily passes the information on to Sikes, twisting the story just enough to make it sound as if Nancy had informed on him. Believing Nancy to be a traitor, Sikes beats her to death in a fit of rage and later flees to the countryside to escape from the police. There, Sikes is haunted by visions of Nancy's ghost and increasingly alarmed by news of her murder spreading across the countryside. He flees back to London to find a hiding place, only to be killed when he accidentally hangs himself while attempting to flee across a rooftop from an angry mob. Monks is forced by Mr. Brownlow to divulge his secrets: his real name is Edward Leeford, and he is Oliver's paternal half-brother and, although he is legitimate, he was born of a loveless marriage. Oliver's mother, Agnes, was their father's true love. Mr. Brownlow has a picture of her, and began making inquiries when he noticed a marked resemblance between her face and the face of Oliver. Monks has spent many years searching for his father's child—not to befriend him, but to destroy him (see Henry Fielding's Tom Jones for similar circumstances). Brownlow asks Oliver to give half his inheritance (which proves to be meagre) to Monks because he wants to give him a second chance; and Oliver, being prone to giving second chances, is more than happy to comply. Monks then moves to America, where he squanders his money, reverts to crime, and ultimately dies in prison. Fagin is arrested and condemned to the gallows. On the eve of his hanging, in an emotional scene, Oliver, accompanied by Mr. Brownlow, goes to visit the old reprobate in Newgate Gaol, where Fagin's terror at being hanged has caused him to come down with fever. As Mr. Brownlow and Oliver leave the prison, Fagin screams in terror and despair as a crowd gathers to see his hanging. On a happier note, Rose Maylie turns out to be the long-lost sister of Agnes; she is therefore Oliver's aunt. She marries her long-time sweetheart Harry, and Oliver lives happily with his saviour, Mr. Brownlow. Noah becomes a paid, semi-professional informer to the police. The Bumbles lose their jobs and are reduced to great poverty, eventually ending up in the same workhouse where they originally had lorded it over Oliver and the other boys; and Charley Bates, horrified by Sikes's murder of Nancy, becomes an honest citizen, moves to the country, and works his way up to prosperity.",
Sons and Lovers,lawrence_lovers,D. H. Lawrence,15,False,False,False,,,,,221644," Part I: The refined daughter of a ""good old burgher family,"" Gertrude Coppard meets a rough-hewn miner at a Christmas dance and falls into a whirlwind romance characterized by physical passion. But soon after her marriage to Walter Morel, she realizes the difficulties of living off his meagre salary in a rented house. The couple fight and drift apart and Walter retreats to the pub after work each day. Gradually, Mrs. Morel's affections shift to her sons beginning with the oldest, William. As a boy, William is so attached to his mother that he doesn't enjoy the fair without her. As he grows older, he defends her against his father's occasional violence. Eventually, he leaves their Nottinghamshire home for a job in London, where he begins to rise up into the middle class. He is engaged, but he detests the girl's superficiality. He dies and Mrs. Morel is heartbroken, but when Paul catches pneumonia she rediscovers her love for her second son. Part II: Both repulsed by and drawn to his mother, Paul is afraid to leave her but wants to go out on his own, and needs to experience love. Gradually, he falls into a relationship with Miriam, a farm girl who attends his church. The two take long walks and have intellectual conversations about books but Paul resists, in part because his mother looks down on her. At Miriam's family's farm, Paul meets Clara Dawes, a young woman with, apparently, feminist sympathies who has separated from her husband, Baxter. Paul leaves Miriam behind as he grows more intimate with Clara, but even she cannot hold him and he returns to his mother. When his mother dies soon after, he is alone. Lawrence summarized the plot in a letter to Edward Garnett on 12 November 1912: :It follows this idea: a woman of character and refinement goes into the lower class, and has no satisfaction in her own life. She has had a passion for her husband, so her children are born of passion, and have heaps of vitality. But as her sons grow up she selects them as lovers &mdash; first the eldest, then the second. These sons are urged into life by their reciprocal love of their mother &mdash; urged on and on. But when they come to manhood, they can't love, because their mother is the strongest power in their lives, and holds them. It's rather like Goethe and his mother and Frau von Stein and Christiana &mdash; As soon as the young men come into contact with women, there's a split. William gives his sex to a fribble, and his mother holds his soul. But the split kills him, because he doesn't know where he is. The next son gets a woman who fights for his soul &mdash; fights his mother. The son loves his mother &mdash; all the sons hate and are jealous of the father. The battle goes on between the mother and the girl, with the son as object. The mother gradually proves stronger, because of the ties of blood. The son decides to leave his soul in his mother's hands, and, like his elder brother go for passion. He gets passion. Then the split begins to tell again. But, almost unconsciously, the mother realizes what is the matter, and begins to die. The son casts off his mistress, attends to his mother dying. He is left in the end naked of everything, with the drift towards death.",
Arrowsmith,lewis_arrowsmith,Sinclair Lewis,40,False,False,False,,,,,230253,,
The Tenant of Wildfell Hall,bronte_hall,Anne Bronte,53,False,False,False,,,,,230634," The novel is divided into three volumes. Part One (Chapters 1 to 15): Gilbert Markham narrates how a mysterious widow, Mrs. Helen Graham arrives at Wildfell Hall, a nearby old mansion. A source of curiosity for the small community, the reticent Mrs Graham and her young son Arthur are slowly drawn into the social circles of the village. Initially, Gilbert Markham casually courts Eliza Millward, despite his mother's belief that he can do better. His interest in Eliza wanes as he comes to know Mrs. Graham. In retribution, Eliza spreads (and perhaps creates) scandalous rumours about Helen. With gossip flying, Gilbert is led to believe that his friend, Mr. Lawrence is courting Mrs. Graham. At a chance meeting in a road, a jealous Gilbert strikes (with a whip) the mounted Lawrence, who falls from his horse. Unaware of this, Helen refuses to marry Gilbert, but gives him her diaries when he accuses her of loving Lawrence. Part two (Chapters 16 to 44) is taken from Helen's diaries and describes her marriage to Arthur Huntingdon. The handsome, witty Huntingdon is also spoilt, selfish, and self-indulgent. Before marrying Helen, Arthur Huntingdon flirts with Annabella and uses this to manipulate Helen and convince her to marry him. Helen marries him blinded by love and resolves to reform Arthur with gentle persuasion and good example. Upon the birth of their child, Huntingdon becomes increasingly jealous of their son (also called Arthur) and his claims on Helen's attentions and affections. Huntingdon's pack of dissolute friends frequently engage in drunken revels at the family's home, Grassdale, oppressing those of finer character. Both men and women are portrayed as degraded, with Lady Annabella Lowborough shown to be an unfaithful spouse to her melancholy but devoted husband. Walter Hargrave, the brother of Helen's friend Milicent Hargrave, vies for Helen's affections. While not as wild as his peers, Walter is an unwelcome admirer: Helen senses his predatory nature, something revealed when they play chess. Walter tells Helen of Arthur's affair with Lady Lowborough. When his friends depart, Arthur pines openly for his paramour and derides his wife. Arthur's corruption of their son &mdash; encouraging him to drink and swear at his tender age &mdash; is the last straw for Helen. She plans to flee to save her son, but her husband learns of her plans from her journal, and burns her artist's tools (by which she had hoped to support herself). Eventually, with help from her brother, Mr. Lawrence, Helen finds a secret refuge at Wildfell Hall. Part Three (Chapters 45 to 53) begins after the reading of the diaries when Helen bids Gilbert to leave her because she is not free to marry. He complies and soon learns that she has returned to Grassdale upon learning that Arthur is gravely ill. Helen's ministrations are in vain. Huntingdon's death is painful, fraught with terror at what awaits him. Helen cannot comfort him, for he rejects responsibility for his actions and wishes instead for her to 'come with him', to plead for his salvation. A year passes. Gilbert pursues a rumour of Helen's impending wedding, only to find that Mr. Lawrence (with whom he has reconciled) is marrying Helen's friend, Esther Hargrave. He goes to Grassdale, and discovers that Helen is now wealthy and lives at her estate in Staningley. He travels there, but is plagued by worries that she is now far above his station. He hesitates at the entry-gate. By chance, he encounters Helen, her aunt, and young Arthur. The two lovers reconcile and marry.",
The Red and the Black,stendhal,Stendhal,45,False,False,False,,,,,234191,,
Germinal,zola_germinal,Emile Zola,40,False,False,False,,,,,238735,,
Great Expectations,dickens_great,Charles Dickens,59,False,False,False,,,,,249910,,
