title,book_name,author,num_chapters,num_tokens,Column 6,cleaned?,outline,processed,pub_year,num_claims,genres,summary
The Wrong Box,1585,Robert Louis Stevenson and Lloyd Osbourne,16,85707,,False,False,False,,,,"The narrative begins with a reflection on the arduous labors of authors, likening the process to the intricate and often thankless task of crafting a narrative that entertains readers. The story then shifts focus to a tontine—a financial arrangement where participants invest money, with the last surviving member receiving the accumulated sum. Joseph Finsbury and his brother Masterman were enrolled in such a tontine as children, and as the years passed, the number of surviving participants dwindled, leaving only a few, including the Finsbury brothers.

By the time the story unfolds, Masterman is elderly and ailing, living in seclusion with his son Michael, a solicitor. Joseph, though slightly younger, is more active but considered eccentric and irresponsible, having squandered his life in idleness and frivolous pursuits. He becomes the guardian of his nephews, Morris and John, after the death of his brother Jacob, and also takes in Julia Hazeltine, the daughter of a friend. Joseph invests the children's inheritance in a failing leather business, which Morris attempts to manage.

Morris, driven by desperation to reclaim his financial stability, becomes embroiled in a series of misadventures. He plans to declare his uncle Joseph dead to claim the tontine, but complications arise when a barrel containing a body, meant to be disposed of discreetly, goes missing. Morris's attempts to retrieve the situation lead him into a web of deceit and potential criminality, as he grapples with the moral and practical implications of his actions.

Meanwhile, Michael Finsbury, Joseph's son, is portrayed as a clever but morally ambiguous character who becomes entangled in the unfolding drama. He is approached by Morris for help, but the interactions between the two are marked by suspicion and manipulation. Michael's motivations remain unclear, adding to the tension and complexity of the narrative.

The story weaves through a series of farcical and darkly humorous events, involving mistaken identities, forged documents, and the ever-present threat of exposure. Characters such as Gideon Forsyth, a young barrister, and Mr. Pitman, a hapless artist, are drawn into the chaos, each contributing to the escalating confusion and comedic elements of the plot.

As the narrative progresses, the characters' schemes begin to unravel. Morris's attempts to cover up his actions and secure the tontine money are thwarted by unforeseen complications and the unpredictable behavior of those around him. The story reaches a climax as the truth about the tontine and the various deceptions is gradually revealed, leading to a resolution that underscores the themes of greed, folly, and the unpredictable nature of human endeavors.

Overall, the narrative is a satirical exploration of human ambition and the lengths to which individuals will go to secure wealth and status, often at the expense of morality and common sense. The characters' interactions and the convoluted plot serve as a commentary on the absurdity and complexity of life, with the tontine serving as both a catalyst for the action and a metaphor for the elusive nature of fortune."
The Ebb-Tide: A Trio And Quartette,1604,Robert Louis Stevenson and Lloyd Osbourne,12,70218,,False,False,False,,,,"In the Pacific island of Papeete, three destitute men, Robert Herrick, Captain John Davis, and a clerk named Huish, find themselves stranded and struggling to survive. Herrick, a failed scholar from England, grapples with his shame and the downward spiral of his life. Davis, a disgraced sea captain, and Huish, an unscrupulous clerk, join Herrick in their shared misery. The three men are ""on the beach,"" a South Sea term for impoverished foreigners in the islands, and they lack the means to escape their plight.

Their fortunes take a turn when they come across the Farallone, a schooner that has been abandoned due to a smallpox outbreak. The trio seizes the opportunity to commandeer the ship, hoping to find a better life or at least a means to continue their existence. They set sail, but their journey is fraught with tension, as the men are bound together by necessity rather than friendship.

As they navigate the seas, they encounter Attwater, a mysterious and commanding figure who resides on a secluded island. Attwater is a man of contradictions, exhibiting both religious zeal and a cold, calculating nature. He has established a pearl-fishing operation and rules over the island with an iron hand. The three men see an opportunity in Attwater's wealth, particularly his collection of pearls, and they plot to rob him.

Herrick, who is tormented by his conscience and the moral implications of their plan, struggles with his role in the scheme. He is both repelled and fascinated by Attwater, whose charisma and authority unsettle him. As Herrick becomes more entangled in the plot, he is forced to confront his own values and the depths of his despair.

The tension between the men escalates, with Davis and Huish eager to execute their plan, while Herrick is increasingly conflicted. Attwater, aware of their intentions, plays a dangerous game, testing the men's resolve and moral fiber. He invites them to dinner, where the atmosphere is charged with unspoken threats and hidden agendas.

As the evening progresses, Herrick's internal struggle reaches a breaking point. He is caught between his loyalty to his companions and his growing admiration for Attwater, who represents both a threat and a moral challenge. The dinner becomes a psychological battleground, with Attwater's probing questions and Herrick's mounting guilt creating a volatile mix.

The story explores themes of morality, survival, and the human capacity for self-deception. Herrick's journey is one of self-discovery, as he grapples with his failures and the possibility of redemption. The narrative delves into the complexities of human nature, the allure of wealth, and the thin veneer of civilization that separates order from chaos.

Ultimately, the tale is a meditation on the choices that define us and the consequences of those choices. In the isolated and lawless environment of the South Seas, the characters are stripped to their core, revealing the raw and often troubling aspects of their personalities. The island becomes a crucible where their true selves are tested, and the outcome is as uncertain as the shifting tides of the ocean that surrounds them."
The Crock of Gold,1605,James Stephens,18,78639,,False,False,False,,,,"In a secluded pine wood known as Coilla Doraca, two wise Philosophers lived with their families, including their wives, the Grey Woman of Dun Gortin and the Thin Woman of Inis Magrath. These women, although initially hostile, became tender mothers after swapping their children, a boy and a girl born at the same time. The families lived in harmony, surrounded by nature and animals, until the children discovered a shaft of sunlight in the woods, which became a place of play and wonder for them.

The children, Seumas Beg and Brigid Beg, were sent by their father, the Philosopher, to negotiate with Pan, a god who had taken Caitilin Ni Murrachu, the daughter of Meehawl MacMurrachu. Caitilin had been lured by Pan's enchanting music and presence. The Philosopher's advice was sought by Meehawl, who was troubled by his daughter's disappearance. Meanwhile, the Leprecauns of Gort na Cloca Mora, angered by the Philosopher's role in revealing their gold's location, kidnapped the Philosopher's children as a form of retaliation.

The Thin Woman of Inis Magrath, realizing her children were missing, confronted the Leprecauns, demanding their return. The Leprecauns, fearing the wrath of the Shee of Croghan Conghaile, released the children, who had been treated kindly and taught games by the Leprecauns. Meanwhile, the Thin Woman sought the help of Angus Óg, a god, to resolve the situation with Pan and Caitilin.

Caitilin, under Pan's influence, experienced a profound and transformative journey, grappling with themes of happiness, wisdom, and love. Pan, representing the primal and untamed aspects of nature, offered Caitilin a life free from societal constraints, urging her to embrace her instincts and desires.

As the narrative unfolds, the complex relationships between humans and mythical beings are explored, highlighting themes of wisdom, love, and the eternal conflict between societal norms and natural instincts. The story weaves through various encounters, including the Philosopher's musings on life and the ultimate journey towards understanding and harmony.

In the end, Angus Óg and Caitilin, now united, prepare to return to the world of men, bringing with them the promise of a new understanding and the hope of a happier existence for all. The tale concludes with a celebration of unity and the eternal dance of life, as the Shee and the gods come together in joy and harmony."
Camille (La Dame aux Camilias),1608,Alexandre Dumas,27,91506,,False,False,False,,,,"The narrative begins with the unnamed narrator recounting his encounter with a sale notice for the belongings of a deceased woman, Marguerite Gautier, a renowned courtesan in Paris. Intrigued, he attends the sale and observes the lavish lifestyle she once led, noting the societal women who are eager to glimpse the life of someone they had envied and judged. The narrator, fascinated by Marguerite's life and death, purchases a book, ""Manon Lescaut,"" which bears an inscription from a man named Armand Duval.

The story then shifts to Armand Duval, who had been deeply in love with Marguerite. Through a series of flashbacks and letters, Armand recounts his passionate and tumultuous relationship with her. Armand first sees Marguerite at the theatre and is immediately captivated by her beauty and presence. Despite her status as a courtesan, Armand falls deeply in love with her, and they begin a relationship.

Marguerite, who is suffering from consumption, tries to change her lifestyle for Armand. She sells her possessions and attempts to live a simpler life with him in the countryside. However, societal pressures and financial difficulties strain their relationship. Armand's father, concerned about his son's future, intervenes and persuades Marguerite to leave Armand for his own good. Marguerite, genuinely in love with Armand, sacrifices her happiness and returns to her former life, hoping to secure a better future for him.

Armand, unaware of the true reason for Marguerite's departure, is devastated and believes she has betrayed him. In his anguish, he attempts to hurt her by flaunting a new relationship with another woman, Olympe. Meanwhile, Marguerite's health deteriorates, and she dies alone, misunderstood by those around her.

The narrative returns to the present, where Armand visits Marguerite's grave and learns of her sacrifices through a letter she left behind. He is filled with remorse and guilt, realizing the depth of her love and the extent of her sacrifice. The story concludes with Armand's reflection on the nature of love, forgiveness, and the societal judgments that overshadow true affection.

Throughout the narrative, themes of love, sacrifice, and societal judgment are explored, highlighting the tragic consequences of misunderstanding and the societal constraints on personal happiness. The story of Marguerite Gautier serves as a poignant reminder of the complexities of love and the harsh realities faced by those who live on the fringes of society."
The Foolish Virgin,1634,Jr. Thomas Dixon,29,90893,,False,False,False,,,,"Mary Adams is a young, idealistic schoolteacher living in New York City. She is deeply committed to her old-fashioned beliefs about love and marriage, waiting for her destined mate to appear. Her life takes a turn when she meets Jim Anthony, a charming but mysterious young man who claims to be an inventor. Despite their whirlwind romance, Mary's friends, particularly Jane Anderson, express concern over Jim's coarse manners and mysterious past.

As Mary and Jim's relationship progresses, Jim proposes marriage, and Mary, swept away by her emotions, agrees. However, doubts linger as Jane warns her about Jim's true character. Jane's warnings are dismissed by Mary, who believes in the purity and strength of her love for Jim.

As the wedding day approaches, Mary learns more about Jim's difficult upbringing and his lack of family ties. Despite these revelations, she remains committed to marrying him, drawn by his apparent vulnerability and her desire to provide the love and family he never had.

On the day of the wedding, Mary's plans are disrupted by Ella, her building's janitress, who shares a tragic story of her own abusive marriage and the loss of her child. Ella's story serves as a cautionary tale, but Mary, blinded by love, is undeterred.

The story takes a dark turn when Jim's criminal past is revealed. He is involved in a life of crime, using his charm and skills for illegal activities. This revelation shatters Mary's illusions, forcing her to confront the reality of her situation. Despite Jim's attempts to reform and his genuine love for Mary, the weight of his past actions looms over their future.

Mary's journey is one of self-discovery, as she learns the complexities of love and the importance of seeing beyond the surface. Her story is a poignant exploration of the tension between romantic ideals and harsh realities, highlighting the dangers of rushing into relationships without fully understanding the person behind the facade. As Mary navigates these challenges, she must decide whether to follow her heart or heed the warnings of those who care about her."
The Mystery of the Yellow Room,1685,Gaston Leroux,29,107156,,False,False,False,,,,"In the narrative, we are introduced to a complex and intriguing mystery surrounding the attempted murder of Mademoiselle Stangerson at the Château du Glandier. Joseph Rouletabille, a young and brilliant reporter, is determined to solve the case, which has baffled the police and the famous detective Frédéric Larsan. The crime took place in a locked room known as ""The Yellow Room,"" where Mademoiselle Stangerson was found severely injured. The room was securely locked from the inside, and there was no apparent way for the assailant to have escaped, leading to a seemingly impossible crime.

The story unfolds as Rouletabille, along with his friend and narrator, Sinclair, investigates the mysterious events. They arrive at the château and begin their inquiry by examining the crime scene and questioning the people involved, including Mademoiselle Stangerson's fiancé, Monsieur Robert Darzac, who becomes a prime suspect due to circumstantial evidence.

Rouletabille's investigation is marked by his unique method of reasoning, which involves piecing together seemingly unrelated clues and observing minute details that others overlook. He discovers that the murderer left a bloody handprint on the wall, which becomes a crucial piece of evidence. Despite the apparent evidence against Darzac, Rouletabille is convinced of his innocence and works tirelessly to uncover the truth.

As the investigation progresses, Rouletabille uncovers a web of secrets involving Mademoiselle Stangerson's past. It is revealed that she had a previous relationship with a man named Jean Roussel, who is actually a notorious criminal known as Ballmeyer. Ballmeyer, under the guise of Frédéric Larsan, has been manipulating events to frame Darzac for the crime.

Rouletabille's journey takes him to America, where he gathers critical information about Ballmeyer's true identity and his connection to Mademoiselle Stangerson. Armed with this knowledge, Rouletabille returns to France and presents his findings in court, exonerating Darzac and exposing Ballmeyer as the true culprit.

The narrative is a thrilling exploration of a seemingly unsolvable mystery, showcasing Rouletabille's deductive prowess and the intricate layers of deception surrounding the crime. Ultimately, Rouletabille's relentless pursuit of the truth and his ability to see beyond the obvious lead to the resolution of the case, revealing the depths of human complexity and the power of reason."
The Man Who Was Thursday: A Nightmare,1695,G. K. Chesterton,15,82194,,False,False,False,,,,"In a peculiar suburb of London called Saffron Park, known for its eccentric architecture and artistic pretensions, two poets stand out: Lucian Gregory, a red-haired anarchist, and Gabriel Syme, a poet of order. Gregory, who often lectures on the lawlessness of art, is challenged by Syme, who claims to be a poet of law and respectability. Their ideological clash is set against a backdrop of a vivid sunset that seems to mirror the dramatic tensions between them.

The story unfolds with Syme revealing to Gregory that he is a detective, part of a secret police force dedicated to combating anarchism. This revelation occurs after Gregory, in a moment of misplaced trust, exposes Syme to the inner workings of an anarchist meeting. Syme learns of a council of anarchists each named after a day of the week, with Sunday being the most powerful and enigmatic leader.

Syme's infiltration into the anarchist council as Thursday sets the stage for a series of bizarre and dangerous encounters. The council, which includes characters like the philosophical Monday, the tragic Gogol (Tuesday), and the sinister Secretary, is planning a significant act of terror. Syme discovers that many of his fellow council members are also undercover detectives, each believing themselves to be the sole spy in the group.

The narrative weaves through a series of surreal and comedic events, as Syme and his allies, including the energetic Dr. Bull and the elderly Professor de Worms, attempt to thwart the council's plans while maintaining their own covers. Each member of the council is revealed to be more than they seem, contributing to a growing sense of paranoia and absurdity.

As the detectives pursue the anarchists across London and into France, they are constantly shadowed by the looming presence of Sunday, whose true nature remains a mystery. The chase leads to a climactic confrontation where identities are unmasked, revealing that all members of the council, except for Sunday, are detectives. This revelation underscores the novel's theme of the thin line between order and chaos.

The story culminates in a philosophical discourse on the nature of anarchy and order, with Sunday embodying the ultimate enigma—an omnipotent figure whose motivations are inscrutable. The detectives' quest becomes a metaphysical exploration of fear, freedom, and the human condition, leaving readers to ponder the complexities of identity and belief in a world where appearances are perpetually deceiving."
Dead Men Tell No Tales,1703,E. W. Hornung,20,78544,,False,False,False,,,,"In the mid-19th century, a young man recounts his experiences aboard the clipper ship _Lady Jermyn_ during a voyage from Australia to England. The narrator, who remains unnamed, embarks on this journey with no intention of falling in love, yet finds himself captivated by a fellow passenger, Eva Denison. Eva, a young and accomplished woman, is traveling with her stepfather, Senhor Joaquin Santos, a Portuguese gentleman of noble bearing but mysterious background. The ship is bound for England, but the journey takes a sinister turn when it is revealed that the ship is carrying a secret cargo of gold, and a fire breaks out, leading to the ship's destruction.

The narrator survives the disaster and is eventually rescued, but not before enduring a harrowing ordeal at sea. He learns that Eva and her stepfather, along with several others, were also rescued, but the circumstances surrounding the fire and the ship's cargo remain shrouded in mystery. The narrator becomes embroiled in a conspiracy involving Senhor Santos, Captain Harris, and an enigmatic young squire named Frank Rattray, who had been waiting for the ship at Ascension Island.

As the narrator delves deeper into the mystery, he discovers that the ship's destruction was part of a calculated plan to steal the gold, and that Eva's life is in danger. Despite his growing affection for Eva, the narrator is forced to navigate a web of deceit and treachery, as he is pursued by those who wish to silence him.

The story unfolds with the narrator's struggle to protect Eva and uncover the truth, while grappling with his own feelings and the moral complexities of the situation. He finds himself caught between his desire to bring the culprits to justice and his promise to Eva not to expose the conspiracy, which she fears will bring further harm.

Throughout the narrative, the narrator's relationship with Eva evolves, as he becomes her protector and confidant. He is driven by a deep sense of duty and love, which ultimately leads him to confront the villains and seek a resolution to the tangled web of lies and betrayal.

As the plot reaches its climax, the narrator is faced with a choice that will determine the fate of those involved, including his own. The story concludes with a reflection on the narrator's journey, his enduring love for Eva, and the bittersweet resolution of the events that have unfolded. The narrative is a compelling blend of adventure, romance, and moral dilemma, set against the backdrop of a bygone era of sea voyages and hidden treasures."
Manalive,1718,G. K. Chesterton,10,82699,,False,False,False,,,,"In a tale that intertwines humor, philosophy, and mystery, ""The Explanations of Innocent Smith"" unfolds through a series of trials where the enigmatic character, Innocent Smith, is accused of multiple crimes, including attempted murder, burglary, bigamy, and desertion. The narrative is set in the quaint confines of Beacon House, a boarding establishment managed by Mrs. Duke and her niece, Diana Duke. The story is primarily driven by the interactions and investigations conducted by a diverse group of characters, each contributing to the unfolding mystery surrounding Smith's unconventional actions.

The narrative begins with a peculiar wind that brings a sense of change and excitement to Beacon House, where several young residents, including Arthur Inglewood, Michael Moon, and Rosamund Hunt, reside. The arrival of Innocent Smith, a charismatic and seemingly eccentric man, disrupts their mundane lives. Smith's actions, such as firing a pistol in the garden and climbing trees, lead to a series of accusations and a makeshift trial to determine his guilt or innocence.

Dr. Cyrus Pym, an American criminologist, and Moses Gould, a lively and somewhat cynical character, represent the prosecution. They present evidence and testimonies from various individuals who claim to have encountered Smith under suspicious circumstances. These accounts depict Smith as a man who has engaged in multiple marriages and mysterious escapades across the globe, raising questions about his sanity and intentions.

The defense, led by Michael Moon and Arthur Inglewood, counters these accusations by exploring the deeper motivations behind Smith's actions. They argue that Smith's behavior, though unconventional, is driven by a profound and innocent desire to experience life fully and to remind himself of the value of love and adventure. Moon passionately defends Smith, suggesting that his actions are a form of living poetry, challenging societal norms and conventions.

Throughout the trial, the characters delve into philosophical discussions about the nature of happiness, morality, and the constraints of modern life. Smith's actions are revealed to be a deliberate attempt to break free from the monotony of existence and to rekindle a sense of wonder and excitement. His repeated elopements with his wife, Mary Gray, are portrayed as a romantic gesture to continually rediscover and appreciate their love.

As the trial progresses, it becomes clear that Smith's supposed crimes are not what they seem. The testimonies reveal that the women Smith allegedly married were actually different personas of his one true wife, Mary Gray. His adventures and escapades are seen as a quest for self-discovery and a rebellion against the mundane.

In the end, the trial concludes with an acknowledgment of Smith's innocence and the realization that his actions, though bewildering, are rooted in a genuine and innocent pursuit of joy and meaning. The story leaves readers with a reflection on the nature of happiness and the importance of living life with a sense of wonder and adventure.

""The Explanations of Innocent Smith"" is a whimsical and thought-provoking narrative that challenges readers to reconsider their perceptions of sanity, morality, and the pursuit of happiness. Through the character of Innocent Smith, the story celebrates the idea of living life to the fullest and embracing the unexpected joys that come with breaking free from societal constraints."
The Case of the Lamp That Went Out,1832,Auguste Groner,12,58481,,False,False,False,,,,"On a clear September morning in Vienna, a young milkmaid named Anna discovers the body of a well-dressed man in a quiet lane. The man, later identified as Leopold Winkler, has been shot in the back. Police detective Joseph Muller is called to the scene to investigate. Muller, known for his thoroughness and intuition, examines the area and finds a broken willow twig, which piques his interest.

As Muller delves deeper into the case, he learns that Winkler was a bookkeeper with a mysterious source of income, receiving money at irregular intervals. This leads Muller to suspect that Winkler might have been involved in some form of blackmail. The investigation reveals that Winkler was not well-liked and had a reputation for being secretive.

A tramp named Johann Knoll is soon arrested in Pressburg for possessing Winkler's stolen purse and watch. Knoll claims he found Winkler's body and, thinking the man was merely drunk, took the items without realizing the man was dead. Muller, however, is not convinced that Knoll is the murderer and believes there is more to the story.

Muller’s investigation leads him to the Thorne mansion, near where the body was found. The house is owned by Herbert Thorne, a wealthy artist, and his delicate wife, who have recently left for Venice. The housekeeper, Adele Bernauer, is acting suspiciously, which draws Muller's attention. He discovers that she has been buying newspapers, seemingly interested in the murder case, and is visibly disturbed by Muller's presence.

Muller learns that a red-shaded lamp in the housekeeper's room is used as a signal, leading him to suspect that Thorne might be involved in the crime. Further investigation reveals that Winkler was blackmailing Thorne’s wife, who had been paying him to keep quiet about her brother's dishonorable conduct. Thorne, discovering this, might have confronted Winkler, leading to the murder.

Muller is torn between his duty to reveal the truth and the potential ruin it could bring to the Thorne family. He realizes that Thorne, in a moment of blind jealousy and misunderstanding, killed Winkler, believing it was a lovers' meeting rather than a blackmail rendezvous. Adele Bernauer, in her misguided loyalty, had signaled Thorne, inadvertently setting the tragic events in motion.

Despite his personal feelings, Muller knows he must bring the truth to light. He understands the implications of his findings but is driven by his commitment to justice. The case highlights the complexity of human motives and the unintended consequences of actions driven by fear and loyalty."
The Prince and the Pauper,1837,Mark Twain,33,106495,,False,False,False,,,,"In the ancient city of London, during the sixteenth century, two boys were born on the same day, one to a poor family named Canty and the other to the royal family of Tudor. The Canty family, already burdened with poverty, did not want their son, Tom, while the entire nation rejoiced at the birth of Edward Tudor, the Prince of Wales. As Tom grew up in Offal Court, a slum in London, he became fascinated with the lives of royalty through stories read to him by an old priest. His imagination was fueled by dreams of seeing a real prince.

One day, Tom wandered near the royal palace and caught sight of Prince Edward. The two boys, astonished by their identical appearances, decided to swap clothes as a prank. However, the guards mistook Tom for the real prince and expelled Edward from the palace, leaving him to fend for himself in the streets of London.

Edward, now dressed in rags, struggled to convince anyone of his true identity. He faced ridicule and abuse, particularly from John Canty, Tom's abusive father, who believed Edward to be his own son. Meanwhile, Tom, overwhelmed by the grandeur and responsibilities of royal life, struggled to maintain the pretense of being the prince. He was guided by the Earl of Hertford and other courtiers, who attributed his strange behavior to a temporary ailment.

As Edward wandered the streets, he encountered various hardships and injustices faced by the common people. He was captured by a group of thieves and outlaws, led by John Canty, who now went by the name Hobbs. Despite the dire circumstances, Edward maintained his dignity and refused to partake in their criminal activities.

Miles Hendon, a soldier returning from war, found Edward and became his protector, believing the boy's claims of being the prince. Hendon, who had his own troubles with a usurping brother, vowed to help Edward reclaim his rightful place.

Back at the palace, Tom Canty, despite his initial fears, began to enjoy the privileges of royalty. He endeavored to rule justly, showing mercy and kindness, and even began to forget his old life. However, as his coronation approached, he was haunted by guilt and the fear of being discovered.

On the day of the coronation, Edward made his way to Westminster Abbey, determined to reclaim his identity. He arrived just in time to stop the ceremony, declaring himself the true king. Tom, relieved, supported his claim, and the courtiers, after a series of tests, recognized Edward as the rightful monarch.

Edward, now King, rewarded Tom for his honesty and made him the ""King's Ward,"" ensuring he and his family were well cared for. He also fulfilled his promise to Hendon, restoring his lands and titles. Edward's brief reign was marked by his efforts to reform unjust laws and show mercy, influenced by the lessons he learned during his time among the common people.

The story concludes with reflections on the reign of Edward VI, who, despite his short life, left a legacy of compassion and justice. Tom Canty lived a long life, respected and honored for his unique history, while Miles Hendon, the loyal protector, enjoyed his restored status until his death. The tale of the prince and the pauper remains a poignant exploration of identity, power, and empathy."
The Yellow Crayon,1849,E. Phillips Oppenheim,43,109289,,False,False,False,,,,"In a stately home surrounded by beautiful gardens, Mr. Sabin, once known as the Duc de Souspennier, sits motionless, lost in thought. After a day and night of contemplation, he summons his servant, Duson, and orders preparations for a journey to New York, indicating a permanent departure. He sends a cryptic cable to Felix in Paris, arranging a meeting in New York. Mr. Sabin, a cosmopolitan with English inclinations, is leaving behind a life of intrigue and a home filled with art treasures, fueled by a determination to see those who have wronged him suffer.

Upon arrival in New York, Mr. Sabin is greeted by a series of events that suggest a deeper conspiracy. He learns that his wife, Lucille, has vanished under mysterious circumstances. A cab driver reveals that Lucille had changed her destination from the train station to the Waldorf Hotel, where she was last seen. Mr. Sabin receives anonymous warnings written in yellow crayon, urging him to return to Lenox and suggesting danger if he persists in his inquiries.

Mr. Sabin's quest is further complicated by an encounter with Mr. Brott, a rising political figure in England. Brott, who harbors ambitions of becoming Prime Minister, is entangled with Lucille, whom he loves. Lucille, however, is caught in a web of secret societies and political intrigue, manipulated by the Prince of Saxe Leinitzer. The Prince, a former suitor, uses the society's influence to control Lucille and keep her apart from Mr. Sabin.

Despite the Prince's machinations, Mr. Sabin remains resolute. He navigates the dangerous landscape of espionage and deceit, seeking allies and uncovering the truth behind Lucille's disappearance. Lady Carey, a complex figure with her own motives, offers her assistance to Mr. Sabin, revealing the Prince's intentions and the society's reach.

Mr. Sabin learns that Lucille is in England, embroiled in a plot to manipulate Brott and prevent him from gaining political power. The Prince's ultimate goal is to use Lucille to ruin Brott, ensuring his own influence remains unchallenged. Mr. Sabin, determined to rescue Lucille, confronts the Prince and the society's leaders, challenging their authority and exposing their corruption.

As the story unfolds, Mr. Sabin's strategic mind and unwavering love for Lucille lead him through a series of confrontations and revelations. He discovers that the society's reach extends deep into the political and social fabric of Europe, with members willing to resort to murder and deceit to achieve their aims.

In a climactic encounter, Mr. Sabin, armed with evidence of the society's crimes, appeals to the Emperor, revealing the true nature of the Prince's schemes. The Emperor, realizing the extent of the deception, dismantles the society, freeing Lucille and ensuring Mr. Sabin's safety.

The narrative concludes with Mr. Sabin's return to England, where he reunites with Lucille. Their love, tested by intrigue and danger, emerges stronger, allowing them to leave behind the shadowy world of espionage and begin anew. Through wit, strategy, and unwavering determination, Mr. Sabin triumphs over his adversaries, securing both his freedom and his future with Lucille."
The Man in Lower Ten,1869,Mary Roberts Rinehart,31,93104,,False,False,False,,,,"The narrative begins with a lawyer named Lawrence Blakeley, who finds himself embroiled in a complex web of intrigue following the murder of Simon Harrington on a train. The story unfolds through a series of events that intertwine crime, mistaken identity, and romance.

Blakeley, traveling on a Pullman car, wakes up to find himself in the wrong berth, wearing another man's clothes, and robbed of his own belongings, including crucial legal documents. The situation escalates when a murder is discovered on the train, and Blakeley becomes a prime suspect due to the circumstantial evidence against him, including a blood-stained pillow in his berth and a stolen wallet.

Amidst the chaos, Blakeley encounters Alison West, a young woman who becomes an unexpected ally. Alison has her own secrets, including a connection to the deceased and a mysterious past involving a man named Sullivan. As Blakeley and Alison navigate the aftermath of the wreck and the ensuing investigation, they form a bond, despite the looming threat of Blakeley's arrest.

The story delves into Blakeley's efforts to clear his name, uncover the true murderer, and retrieve the lost documents. His investigation leads him to a variety of characters, including Mrs. Conway, a woman with her own agenda, and Sullivan, who is implicated in the crime. Blakeley's friend and colleague, Richey McKnight, provides support and a touch of humor throughout the ordeal.

As the plot thickens, it becomes clear that Alison is more than just an innocent bystander. Her involvement with Sullivan and the Curtis family adds layers of complexity to the case. Blakeley learns that Sullivan, who was traveling with Alison, had a motive for the crime and had attempted to frame Blakeley. The narrative reveals Sullivan's connection to Harrington through marriage, adding a motive for the murder.

The resolution of the mystery sees Sullivan confessing to his involvement in the theft and his attempt to escape justice, while the murder is ultimately linked to Sullivan's sister, Mrs. Curtis, who acted in a moment of desperation. The story concludes with Blakeley's exoneration and the blossoming of his relationship with Alison, as they look forward to a future together.

Throughout the tale, themes of trust, deception, and the pursuit of justice are explored, set against the backdrop of a thrilling murder mystery and a developing romance. The narrative is rich with suspense, humor, and the complexities of human relationships, making it a captivating read."
The Red House Mystery,1872,A. A. Milne,22,87263,,False,False,False,,,,"In the drowsy heat of a summer afternoon, the Red House, a country estate owned by Mark Ablett, is disturbed by a mysterious event. Audrey Stevens, a parlour-maid, discusses with her aunt, Mrs. Stevens, the unexpected arrival of Mark's estranged brother, Robert, from Australia. Robert has not been seen for fifteen years, and his sudden reappearance raises eyebrows among the staff. Mark had announced at breakfast that Robert was visiting, a revelation that surprised everyone as none in the household had ever heard of him during their tenure.

As the household goes about its day, Antony Gillingham, a visitor to the area, arrives at the Red House. He finds the house in chaos after a gunshot is heard, and Mark is nowhere to be found. Cayley, Mark's cousin and right-hand man, is in a state of panic, trying to break into the locked office where the shot was fired. Antony assists him, and they discover Robert's dead body inside.

Inspector Birch is called to investigate. The evidence suggests that Mark, who is missing, might have shot his brother and fled. Antony, however, is not convinced by this straightforward explanation. He begins to investigate, noting peculiarities such as the placement of keys outside doors and the behavior of the household staff.

Antony's investigation leads him to suspect that Cayley knows more than he admits. He discovers that Cayley has been moving keys around to manipulate the crime scene. Antony also learns about a secret passage in the house, which was used by Miss Norris, a guest, during a ghostly prank. This passage could be crucial to understanding the events leading to Robert's death.

Antony deduces that Cayley might be protecting Mark or hiding something more sinister. He theorizes that Mark might have accidentally killed Robert in a struggle and that Cayley is helping him escape. Alternatively, Cayley might have his own reasons for wanting Robert dead, possibly to protect Mark or because of a personal vendetta.

As Antony delves deeper, he uncovers a letter from Robert to Mark, suggesting a confrontation was planned. However, the letter's timing and contents raise suspicions about its authenticity and the true nature of Robert's visit.

The story unfolds with Antony playing the detective, piecing together clues from the behavior of the household, the layout of the house, and the relationships between the characters. He questions the staff, examines the crime scene, and considers the possibility of a staged murder.

Ultimately, Antony's investigation reveals that Cayley is indeed hiding something. He discovers Cayley emerging from a croquet box, suggesting he is using the secret passage. This revelation aligns with Antony's suspicion that the passage is central to the mystery.

The novel concludes with Antony's realization that Cayley's actions are not just about protecting Mark but involve a deeper, more personal motive. The truth about Robert's death and Mark's disappearance is intricately tied to the dynamics within the Red House and the secrets its walls hold. Antony's role as an amateur detective uncovers a complex web of deceit, loyalty, and hidden agendas, leading to a resolution that challenges initial assumptions about guilt and innocence."
