title,book_name,author,num_chapters,num_tokens,cleaned?,outline,processed,pub_year,genres,summary
The Mysterious Affair at Styles,christie_styles,Agatha Christie,13,79763,False,False,False,,," The novel is set in England during World War I at Styles Court, an Essex country manor (also the setting of Curtain, Poirot's last case). Upon her husband's death, the wealthy widow, Emily Cavendish, inherited a life estate in Styles as well as the outright inheritance of the larger part of the late Mr. Cavendish's income. Mrs. Cavendish became Mrs. Inglethorp upon her recent remarriage to a much younger man, Alfred Inglethorp. Emily's two stepsons, John and Lawrence Cavendish, as well as John's wife Mary and several other people, also live at Styles. John Cavendish is the vested remainderman of Styles; that is, the property will pass to him automatically upon his stepmother's decease, as per his late father's will. The income left to Mrs Inglethorp by her late husband would be distributed as per Mrs. Inglethorp's own will. Late one night, the residents of Styles wake to find Emily Inglethorp dying of what proves to be strychnine poisoning. Lieutenant Hastings, a houseguest, enlists the help of his friend Hercule Poirot, who is staying in the nearby village, Styles St. Mary. Poirot pieces together events surrounding the murder. On the day she was killed, Emily Inglethorp was overheard arguing with someone, most likely her husband, Alfred, or her stepson, John. Afterwards, she seemed quite distressed and, apparently, made a new will — which no one can find. She ate little at dinner and retired early to her room with her document case. The case was later forced open by someone and a document removed. Alfred Inglethorp left Styles earlier in the evening and stayed overnight in the nearby village, so was not present when the poisoning occurred. Nobody can explain how or when the strychnine was administered to Mrs. Inglethorp. At first, Alfred is the prime suspect. He has the most to gain financially from his wife's death, and, since he is so much younger than Emily was, the Cavendishes already suspect him as a fortune hunter. Evelyn Howard, Emily's companion, seems to hate him most of all. His behaviour, too, is suspicious; he openly purchased strychnine in the village before Emily was poisoned, and although he denies it, he refuses to provide an alibi. The police are keen to arrest him, but Poirot intervenes by proving he could not have purchased the poison. Scotland Yard police later arrest Emily Inglethorp’s oldest stepson, John Cavendish. He inherits under the terms of her will, and there is evidence to suggest he also had obtained poison. Poirot clears Cavendish by proving it was, after all, Alfred Inglethorp who committed the crime, assisted by Evelyn Howard, who turns out to be his kissing cousin, not his enemy. The guilty pair poisoned Emily by adding a precipitating agent, bromide (obtained from Mrs Inglethorp's sleeping powder), to her regular evening medicine, causing its normally innocuous strychnine constituents to sink to the bottom of the bottle where they were finally consumed in a single, lethal dose. Their plan had been for Alfred Inglethorp to incriminate himself with false evidence, which could then be refuted at his trial. Once acquitted, due to double jeopardy, he could not be tried for the crime a second time should any genuine evidence against him be subsequently discovered, hence prompting Poirot to keep him out of prison when he realized that Alfred wanted to be arrested."
The War of the Worlds,wells_war,H. G. Wells,27,79931,True,True,True,,," After ten paragraphs of introductory remarks the narrative opens in an astronomical observatory at Ottershaw where explosions are seen on the surface of the planet Mars, creating much interest in the scientific community. Later a ""meteor"" lands on Horsell Common, southwest of London, near the narrator's home in Woking, Surrey. He is among the first to discover that the object is an artificial cylinder that opens, disgorging Martians who are ""big"" and ""greyish"" with ""oil brown skin,"" ""the size, perhaps, of a bear,"" with ""two large dark-coloured eyes,"" and a lipless ""V-shaped mouth surrounded by ""Gorgon groups of tentacles."" The narrator finds them ""at once vital, intense, inhuman, crippled and monstrous."" They briefly emerge, have difficulty in coping with the Earth's atmosphere, and rapidly retreat into the cylinder. A human deputation (which includes the astronomer Ogilvy) approaches the cylinder with a white flag, but the Martians incinerate them and others nearby with a heat-ray before beginning to assemble their machinery. The narrator takes his wife to safety in nearby Leatherhead, where she has relatives, and then returns to Woking. He discovers the Martians have assembled towering three-legged ""fighting-machines"" (Tripods), each armed with a heat-ray and a chemical weapon: the so-called ""black smoke"". These Tripods wipe out the army units positioned around the crater and attack surrounding communities, moving toward London. Fleeing the scene, the narrator meets a retreating artilleryman, who tells him that another cylinder has landed between Woking and Leatherhead, cutting the narrator off from his wife. The two try to escape via Byfleet, but are separated at the Shepperton to Weybridge Ferry during a Martian attack on Shepperton. One of the Martian fighting machines is brought down in the River Thames by British artillery as the narrator and countless others try to cross the river into Middlesex, while the Martians escape. Our hero is able to float down the Thames toward London in a boat, stopping at Walton. More cylinders are landing across Southern England, and a panicked flight of the population of London begins. This includes the narrator's brother, who flees to the Essex coast after Black Smoke is used to devastate London. The torpedo ram HMS Thunder Child destroys two tripods before being sunk by the Martians, though this allows the ship carrying the narrator's brother and his two female travelling companions to escape to the continent. Shortly after, all organised resistance has ceased, and the Martians roam the shattered landscape unhindered. Red weed, a Martian form of vegetation, spreads with extraordinary rapidity over the landscape wherever there is abundant water. At the beginning of Book Two, the narrator and a curate from Walton take refuge in a ruined building in Sheen. The house is nearly destroyed when another Martian cylinder lands nearby, trapping them in the house for almost two weeks. The curate, traumatised by the invasion, sees in the Martian creatures heralding the advent of the Apocalypse. The narrator's relations with the curate deteriorate, and he eventually knocks him unconscious to prevent his loud ranting, but not before he is heard by a Martian, who captures him with a prehensile tentacle and, the reader is led to believe, drains him of his blood; blood transfusion is the Martians' form of nourishment. The narrator escapes detection by hiding in the coal-cellar. The Martians eventually depart, and the narrator is able to head toward Central London. He once again encounters the artilleryman, who briefly persuades him to cooperate in a grandiose plan to rebuild civilization underground. But after a few hours the narrator perceives the lunacy of this plan and the overall laziness of his companion and abandons the artilleryman to his delusions. Heading into a deserted London, he is at the point of despair and offers his life to the aliens when he discovers that the invaders have died from microbial infections to which they had no immunity, since ""there are no bacteria in Mars."" The narrator realises with joy that the threat has been vanquished. The narrator suffers a brief breakdown of which he remembers nothing, is nursed back to health, and returns home to find his wife, whom he had given up for dead. The last chapter, entitled ""Epilogue,"" reflects on the significance of the invasion and the ""abiding sense of doubt and insecurity"" that it has left in the narrator's mind."
Pollyanna,porter,Eleanor H. Porter,32,79936,True,True,True,,," The title character is named Pollyanna Whittier, a young orphan who goes to live in Beldingsville, Vermont, with her wealthy but stern Aunt Polly. Pollyanna's philosophy of life centers on what she calls ""The Glad Game"", an optimistic attitude she learned from her father. The game consists of finding something to be glad about in every situation. It originated in an incident one Christmas when Pollyanna, who was hoping for a doll in the missionary barrel, found only a pair of crutches inside. Making the game up on the spot, Pollyanna's father taught her to look at the good side of things&mdash;in this case, to be glad about the crutches because ""we didn't need to use them!"" With this philosophy, and her own sunny personality and sincere, sympathetic soul, Pollyanna brings so much gladness to her aunt's dispirited New England town that she transforms it into a pleasant place to live. The Glad Game shields her from her aunt's stern attitude: when Aunt Polly puts her in a stuffy attic room without carpets or pictures, she exults at the beautiful view from the high window; when she tries to ""punish"" her niece for being late to dinner by sentencing her to a meal of bread and milk in the kitchen with the servant Nancy, Pollyanna thanks her rapturously because she likes bread and milk, and she likes Nancy. Soon, Pollyanna teaches some of Beldingsville's most troubled inhabitants to ""play the game"" as well, from a querulous invalid named Mrs. Snow to a miserly bachelor, Mr. Pendleton, who lives all alone in a cluttered mansion. Aunt Polly, too&mdash;finding herself helpless before Pollyanna's buoyant refusal to be downcast&mdash;gradually begins to thaw, although she resists the glad game longer than anyone else. Eventually, however, even Pollyanna's robust optimism is put to the test when she is hit by a car and loses the use of her legs. (In the movie adaptation, she falls off a tree after sneaking out of the house). At first she doesn't realize the seriousness of her situation, but her spirits plummet when she was told what happened to her. After that, she lies in bed, unable to find anything to be glad about. Then the townspeople begin calling at Aunt Polly's house, eager to let Pollyanna know how much her encouragement has improved their lives; and Pollyanna decides she can still be glad that she at least has her legs. The novel ends with Aunt Polly marrying her former lover Dr. Chilton and Pollyanna being sent to a hospital where she learns to walk again and is able to appreciate the use of her legs far more as a result of being temporarily disabled."
The Blue Lights: A Detective Story,kummer_blue,Frederic Arnold Kummer,20,80005,False,False,False,,,"In the opening chapter, we are introduced to the tranquil life of Richard Duvall and his wife, Grace Ellicott Duvall, who are enjoying their honeymoon on a picturesque farm in southern Maryland. Richard, a former detective known for his skill in tracking international criminals, has temporarily retired from his profession to embrace the peaceful life of a country gentleman. The couple is deeply in love, and their contentment is palpable as they immerse themselves in the joys of managing their estate.

Their idyllic existence is disrupted by the unexpected arrival of Thomas Hodgman, a secretary to John Stapleton, a wealthy New York banker. Hodgman urgently seeks Richard's help in a case of kidnapping. Stapleton's only child has been abducted in Paris, and the banker is desperate for Richard's expertise. Despite his reluctance to return to detective work, Richard is persuaded by the gravity of the situation and Grace's encouragement to assist Stapleton.

Richard departs for New York with Hodgman, leaving Grace behind to manage the farm. Meanwhile, Grace receives a mysterious message from Monsieur Lefevre, the Prefect of Police in Paris, requesting her assistance in a case. Intrigued and sensing a connection to Richard's new assignment, Grace decides to surprise her husband by joining him in Paris.

Upon arrival in Paris, Grace meets with Monsieur Lefevre, who reveals that he had also intended to seek Richard's help in the same kidnapping case. However, Richard is already working for Stapleton. Lefevre proposes that Grace work independently on the case, using her intuition and skills to find the missing child. Grace agrees, intrigued by the challenge and the opportunity to work alongside her husband, albeit unknowingly.

Grace's investigations lead her to various clues, including a box of gold-tipped cigarettes found in the possession of Alphonse Valentin, a former chauffeur of the Stapletons and a suspect in the kidnapping. She also encounters a mysterious man with a black beard, who seems to be involved in the crime. As she delves deeper, Grace discovers a complex web of deceit involving several individuals, including the Stapleton's nurse, Mary Lanahan, and the chauffeur, François.

Meanwhile, Richard is conducting his own investigation, focusing on the same suspects and trying to unravel the mystery of the kidnapping. Both he and Grace are unaware of each other's presence in Paris, leading to a series of near encounters and misunderstandings.

The case takes a dangerous turn when Grace is abducted by the kidnappers, who use her to deliver a ransom demand to John Stapleton. Despite the peril, Grace remains determined to find the child and bring the criminals to justice.

In a climactic sequence, both Richard and Grace, working separately, manage to uncover the truth behind the kidnapping. They discover that the crime was orchestrated by a group of criminals, including Valentin and François, who used the gold-tipped cigarettes to drug Mary Lanahan and abduct the child without her knowledge.

In a daring plan, Grace and Richard collaborate to capture the kidnappers and rescue the child. Their efforts are successful, and the child is safely returned to the Stapletons. The criminals are apprehended, and the mystery of the kidnapping is resolved.

The novel concludes with Richard and Grace reunited, their love and partnership strengthened by the challenges they faced. They return to their beloved farm in Maryland, ready to resume their peaceful life together, their bond unbroken and their honeymoon renewed."
The Moon Maid,burroughs_maid,Edgar Rice Burroughs,14,80360,False,False,False,,,"In a futuristic narrative spanning multiple generations, the story unfolds through the perspective of Julian 5th, a descendant of a line of military men, who recounts his adventures in the 22nd century and his connection to Mars. Julian 5th, born in the year 2000, follows a legacy of military service, joining the International Peace Fleet at sixteen. Despite a century of peace enforced by the fleet, a new calamity emerges from Mars, a planet with which Earth has been in communication since 1967. This connection, facilitated by the legendary John Carter, leads to an exchange of knowledge and technology between the two planets.

The narrative shifts to the year 2025, when a Martian ship, lost in space, prompts Earth to attempt interplanetary travel. Julian 5th commands a ship, The Barsoom, on a mission to Mars. However, Lieutenant Commander Orthis, a brilliant yet unscrupulous officer, sabotages the mission, causing the ship to drift towards the Moon. Julian 5th and his crew, including Orthis, are forced to make a landing on the Moon, where they discover an atmosphere and a habitable environment within its hollow interior.

Inside the Moon, they encounter the Va-gas, a savage race of quadrupeds, and the U-ga, a more advanced humanoid species. Julian 5th befriends Nah-ee-lah, a princess of the U-ga, who is captured by the Va-gas. Together, they escape and navigate the perilous lunar landscape, seeking the hidden city of Laythe, Nah-ee-lah's home. Along the way, they face dangers from the Va-gas, the Kalkars—a hostile race—and the natural hazards of the Moon.

Julian 5th's journey is fraught with challenges, including a battle with a tor-ho, a fierce lunar creature, and the constant threat of capture by the Kalkars. Despite these obstacles, Julian and Nah-ee-lah form a strong bond, united by their struggle for survival and mutual respect. As they traverse the Moon's interior, Julian grapples with the realization that he may never return to Earth, finding solace in his growing affection for Nah-ee-lah.

The story explores themes of loyalty, bravery, and the enduring human spirit in the face of adversity. Julian 5th's narrative is a testament to the resilience of the human heart, as he navigates a world filled with unknown perils and discovers the true meaning of companionship and love. The tale concludes with Julian and Nah-ee-lah's continued search for Laythe, leaving their ultimate fate open to the imagination."
The Railway Children,nesbit,E. Nesbit,14,80976,True,True,True,,," The story concerns a family who move to ""Three Chimneys"", a house near the railway, after the father, who works at the Foreign office, is imprisoned as a result of being falsely accused of selling state secrets to the Russians. The three children, Roberta (Bobbie), Peter and Phyllis (Phil), find amusement in watching the trains on the nearby railway line and waving to the passengers. They become friendly with Albert Perks, the station porter, and with the Old Gentleman who regularly takes the 9:15 down train. He is eventually able to help prove their father's innocence, and the family is reunited. The family take care of the Russian exile, Mr Szczepansky, who came to England looking for his family (later located) and Jim, the grandson of the Old Gentleman, who suffers a broken leg in a tunnel. The theme of an innocent man being falsely imprisoned for espionage and finally vindicated might have been influenced by the Dreyfus Affair, which was a prominent worldwide news item a few years before the book was written. And the Russian exile, persecuted by the Tsars for writing ""a beautiful book about poor people and how to help them"" and subsequently helped by the children, was most likely an amalgam of the real-life dissidents Sergius Stepniak and Peter Kropotkin who were both friends of the author."
The Wind in the Willows,grahame,Kenneth Grahame,12,81657,True,True,True,,," At the start of the book, it is spring time: the weather is fine, and good-natured Mole loses patience with spring cleaning. He flees his underground home, heading up to take in the air. He ends up at the river, which he has never seen before. Here he meets Ratty (a water rat), who at this time of year spends all his days in, on and close by the river. Rat takes Mole for a ride in his rowing boat. They get along well and spend many more days boating, with Rat teaching Mole the ways of the river. One summer day shortly thereafter, Rat and Mole find themselves near the grand Toad Hall and pay a visit to Toad. Toad is rich (having inherited wealth from his father): jovial, friendly and kind-hearted but aimless and conceited, he regularly becomes obsessed with current fads, only to abandon them as quickly as he took them up. Having only recently given up boating, Toad's current craze is his horse-drawn caravan. In fact, he is about to go on a trip, and persuades the reluctant Rat and willing Mole to join him. The following day (after Toad has already tired of the realities of camp life and sleeps-in to avoid chores), a passing motor car scares the horse, causing the caravan to overturn into a ditch. Rat does a war dance and threatens to have the law on the motor car drivers, but this marks the immediate end of Toad's craze for caravan travel, to be replaced with an obsession for motor cars. When the three animals get to the nearest town, they have Toad go to the police station to make a complaint against the vandals and their motor car and thence to a blacksmith to retrieve and mend the caravan. Toad - in thrall to the experience of his encounter - refuses. Rat and Mole find an inn from where they organise the necessary steps and, exhausted, return home by train. Meanwhile, Toad makes no effort to help, instead deciding to order himself a motor car. Mole wants to meet the respected but elusive Badger, who lives deep in the Wild Wood, but Rat - knowing that Badger does not appreciate visits - refuses to take him, telling Mole to be patient and wait and Badger will pay them a visit himself. Nevertheless, on a snowy winter's day, whilst the seasonally somnolent Ratty dozes unaware, Mole impulsively goes to the Wild Wood to explore, hoping to meet Badger. He gets lost in the woods, sees many ""evil faces"" among the wood's less-welcoming denizens, succumbs to fright and panic and hides, trying to stay warm, amongst the sheltering roots of a tree. Rat, upon awakening and finding Mole gone, guesses his mission from the direction of Mole's tracks and, equipping himself with a pistol and a stout stick, goes in search, finding him as snow begins to fall in earnest. Attempting to find their way home, Rat and Mole quite literally stumble across Badger's home — Mole barks his shin upon the boot scraper on Badger's doorstep. Rat finds it and a doormat, knowing they are an obvious sign of hope, but Mole thinks Rat has gone crazy, only to believe him when the digging reveals a door. Badger - en-route to bed in his dressing-gown and slippers - nonetheless warmly welcomes Rat and Mole to his large and cosy underground home and hastens to give them hot food and dry clothes. Badger learns from his visitors that Toad has crashed six cars, has been hospitalised three times, and has spent a fortune on fines. Though nothing can be done at the moment (it being winter), they resolve that once spring arrives they will make a plan to protect Toad from himself; they are, after all, his friends and are worried for his well-being. With the arrival of spring, Badger visits Mole and Rat to do something about Toad's self-destructive obsession. The three of them go to visit Toad, and Badger tries talking him out of his behaviour, to no avail. They decide to put Toad under house arrest, with themselves as the guards, until Toad changes his mind. Feigning illness, Toad bamboozles the Water Rat (who is on guard duty at the time) and escapes. He steals a car, drives it recklessly and is caught by the police. He is sent to prison on a twenty-year sentence. Badger and Mole are cross with Rat for his gullibility but draw comfort from the fact that they need no longer waste their summer guarding Toad. However, Badger and Mole continue to live in Toad Hall in the hope that Toad may return. Meanwhile in prison, Toad gains the sympathy of the Jailer's Daughter who helps him to escape disguised as a washerwoman. Though free again, Toad is without money or possessions other than the clothes upon his back, and is being pursued by the police. Still disguised as a washerwoman, and after hitchhiking a lift on a train, Toad comes across a horse-drawn barge. The Barge's Owner offers him a lift in exchange for Toad's services as a ""washer woman"". After botching the wash, Toad gets into a fight with the barge-woman, who deliberately tosses him in the canal. After making off with the barge horse, which he then sells to a gypsy, Toad flags down a passing car, which happens to be the very one which he stole earlier. The car owners, not recognizing Toad disguised as a washer woman, permit him to drive their car. Once behind the wheel, he is repossessed by his former passion and drives furiously, declaring his true identity to the outraged passengers who try to seize him. This leads to an accident, after which Toad flees once more. Pursued by police he runs accidentally into a river, which carries him by sheer chance to the house of the Water Rat. Toad now hears from Rat that Toad Hall has been taken over by weasels, stoats and ferrets from the Wild Wood, who have driven out its former custodians, Mole and Badger. Although upset at the loss of his house, Toad realises what good friends he has and how badly he has behaved. Badger then arrives and announces that he knows of a secret tunnel into Toad Hall through which the enemies may be attacked. Armed to the teeth, Rat, Mole and Toad enter via the tunnel and pounce upon the unsuspecting weasels who are holding a party in honour of their leader. Having driven away the intruders, Toad holds a banquet to mark his return, during which (for a change) he behaves both quietly and humbly. He makes up for his earlier wrongdoings by seeking out and compensating those he has wronged, and the four friends live out their lives happily ever after. In addition to the main narrative, the book contains several independent short-stories featuring Rat and Mole. These appear for the most part between the chapters chronicling Toad's adventures, and are often omitted from abridgements and dramatizations. The chapter Dulce Domum describes Mole's return to his home, accompanied by Rat, in which despite finding it in a terrible mess after his abortive spring clean he rediscovers, with Rat's help, a familiar comfort. The Piper at the Gates of Dawn tells how Mole and Rat go in search of Otter's missing son Portly, whom they find in the care of the god Pan. (Pan removes their memories of this meeting ""lest the awful remembrance should remain and grow, and overshadow mirth and pleasure"".) Finally in Wayfarers All Ratty shows a restless side to his character when he is sorely tempted to join a Sea Rat on his travelling adventures."
The Wonder,beresford_wonder,J. D. Beresford,19,82029,False,False,False,,,"In a world filled with ordinary lives and typical human experiences, the story of Victor Stott, often referred to as the Hampdenshire Wonder, stands out as a remarkable anomaly. Born to George ""Ginger"" Stott, a famous cricketer, and Ellen Mary Jakes, a woman of extraordinary intelligence and determination, Victor's life was destined to be anything but typical. His birth was marked by unusual circumstances, with a head disproportionately large and an aura of intelligence that belied his infancy. Despite initial fears of idiocy due to his appearance, it quickly became apparent that Victor possessed an extraordinary mind.

From the beginning, Victor's life was a series of challenges and misunderstandings. His father, Ginger Stott, had hoped for a son who could continue his legacy in cricket, but Victor's intellectual prowess far exceeded the realm of physical sports. Ellen Mary, however, saw her son as a miracle, a god-like figure who demanded reverence and awe. The villagers of Stoke-Underhill, on the other hand, viewed him with suspicion and fear, influenced by the local rector, Percy Crashaw, who saw Victor as a threat to religious orthodoxy.

As Victor grew, his intelligence became more pronounced. By the age of four, he had already confounded Crashaw with his logical refutations of religious teachings, leading to the rector's fervent desire to have him committed as an idiot. Yet, Victor's abilities went beyond mere logic; he possessed a memory and understanding that seemed to transcend human capabilities. This was most evident when he began his studies in the library of Henry Challis, a local landowner and scholar, who had taken an interest in the boy.

In Challis's library, Victor embarked on an unprecedented journey through the world of books. He devoured the contents of a comprehensive dictionary and then moved on to the Encyclopædia Britannica, absorbing information at a pace that defied belief. Challis and his secretary, Gregory Lewes, observed this with a mix of awe and skepticism, unsure whether to believe the evidence of their eyes or to dismiss it as impossible.

The turning point came when Victor, having completed his reading, engaged Challis in a profound dialogue that stretched the limits of human understanding. During this conversation, Victor articulated a synthesis of knowledge that challenged the very foundations of human thought. His insights were so advanced that even Challis, a man of considerable intellect, struggled to comprehend them. Victor's question, ""Is there none of my kind?"" underscored his isolation in a world unprepared for his genius.

Ultimately, Victor Stott's story is one of isolation and unfulfilled potential. Despite his unparalleled intellect, he found himself in a world that could not understand or appreciate his abilities. His life serves as a poignant reminder of the limitations of human understanding and the vast, untapped potential that may lie within the human mind. Through Victor's journey, the narrative explores themes of knowledge, isolation, and the boundaries of human comprehension, leaving readers to ponder the mysteries of intelligence and the future of human evolution."
The Hound of Baskervilles,doyle_hound,Arthur Conan Doyle,15,82273,True,True,True,,,"In the late 19th century, Dr. John Watson, a close associate of the renowned detective Sherlock Holmes, recounts a gripping tale set in the eerie moors of Devonshire. The story begins with the mysterious death of Sir Charles Baskerville, a wealthy baronet whose demise is linked to the legendary curse of a supernatural hound haunting his family. Dr. James Mortimer, a friend and physician to Sir Charles, seeks Holmes' expertise to protect the last heir, Sir Henry Baskerville, who is returning from Canada to inherit the Baskerville estate.

Holmes, intrigued by the case, sends Watson to accompany Sir Henry to Baskerville Hall, while he remains in London to investigate further. Watson is tasked with observing the people surrounding Sir Henry and reporting back any suspicious activity. Upon arrival, Watson encounters the Barrymores, the long-serving butler and his wife, whose behavior raises suspicions. Watson also meets the Stapletons, naturalist Jack Stapleton and his sister Beryl, who live nearby. Beryl warns Watson of the dangers lurking on the moor, hinting at the supernatural threat.

As Watson delves deeper, he discovers a series of peculiar events. Barrymore is seen signaling with a candle from a window at night, and it is revealed that he is secretly aiding his brother-in-law, Selden, a convict hiding on the moor. Meanwhile, Sir Henry becomes romantically interested in Beryl Stapleton, but her brother Jack vehemently opposes the relationship, leading to a tense confrontation.

Watson's investigation is further complicated by the presence of a mysterious figure on the moor, whom he spots one night. This figure, he later learns, is Holmes himself, who has been secretly investigating the case. Holmes deduces that Jack Stapleton is actually a Baskerville and has been orchestrating the legend of the hound to eliminate Sir Henry and claim the inheritance for himself. Stapleton has been using a large, trained dog, painted with phosphorus to appear spectral, to frighten Sir Charles to death and now plans to do the same to Sir Henry.

In a climactic confrontation, Holmes, Watson, and Inspector Lestrade set a trap for Stapleton. As Sir Henry walks home from a dinner at Merripit House, Stapleton unleashes the hound. Holmes and Watson manage to kill the beast, saving Sir Henry. They discover that Stapleton has fled into the deadly Grimpen Mire, where he presumably meets his end.

The mystery resolved, Holmes explains the intricacies of Stapleton's plot, revealing his true identity and his motive to inherit the Baskerville fortune. The case concludes with Sir Henry recovering from the ordeal, and Watson returning to London with Holmes, their friendship and partnership stronger than ever. The tale of the Hound of the Baskervilles remains one of their most challenging and memorable cases, blending elements of gothic horror with the sharp deductive reasoning for which Holmes is famous."
Barnaby: A Novel,ramsay_barnaby,Rina Ramsay,14,83677,False,False,False,,,"In a desolate town called Paradise, the M'Kune Tragedy Company finds itself stranded, performing night after night in a shingle hut to a dwindling audience. The town, a forsaken relic of civilization, is enveloped in despair, with its trees burned for firewood and its earth fruitlessly mined for gold. The company, trapped and penniless, is desperate to earn enough to escape, and their performances take on a frantic intensity as they try to captivate Paradise’s residents.

Among the company is a young actress who, after a particularly grueling performance, collapses from exhaustion. While her fellow actors celebrate their successful escape, she is left behind, too weak to join them. As she lies alone, a fellow actress visits her, offering a startling proposition. The visitor, who reveals herself to be the widow of an Englishman, John Barnabas Hill, suggests that the young actress assume her identity. She provides a ring and papers, urging the girl to take her place and be cared for by Hill’s family in England.

The young actress, now assuming the identity of Susan, finds herself in England, where she is taken in by Lady Henrietta, Barnaby's mother. Lady Henrietta, unaware of the deception, believes Susan to be her son’s widow. Barnaby, presumed dead, had left behind a complicated legacy, including a supposed marriage to the American Susan.

However, Barnaby is not dead. He returns unexpectedly, causing chaos and confusion. Susan, caught in her deception, is terrified of the consequences. Yet, Barnaby, upon discovering the truth, decides to maintain the pretense to protect his mother from the shock and to avoid scandal. He proposes that they continue the charade, treating each other with respect while they figure out a plan.

As Susan navigates her new life, she grows closer to Barnaby, who is kind and understanding. Despite their arrangement, there is an undercurrent of tension, particularly with the presence of Julia, Barnaby's former love. Julia, who had once hoped to marry Barnaby, is suspicious of Susan and seeks to uncover the truth.

Barnaby and Susan’s relationship deepens as they spend time together, sharing moments of genuine connection amidst the farce. Susan, who once felt like an impostor, begins to find a sense of belonging and safety in Barnaby’s world. She participates in the social life of the community, even riding in hunts and attending balls, where her charm and spirit win over many of Barnaby’s friends.

However, Rackham, Barnaby’s cousin, harbors feelings for Susan and becomes a threat to their fragile arrangement. He confronts Susan, declaring his love and urging her to leave Barnaby for him. Susan, loyal to Barnaby and their agreement, refuses Rackham, despite his persistence.

As the pressure mounts, Barnaby decides it is time to end the deception. He plans for Susan to receive a telegram calling her back to America, providing a plausible excuse for her departure. Yet, as the moment of farewell approaches, both Barnaby and Susan are reluctant to part ways. Their fabricated relationship has grown into something real, filled with mutual respect and unspoken affection.

In the end, Barnaby and Susan must confront their true feelings. The story concludes with the acknowledgment that their pretend marriage has developed into a genuine bond, leaving them to decide whether to continue their lives together or apart. Through humor, tension, and heartfelt moments, the narrative explores themes of identity, love, and the power of deception to reveal deeper truths."
The Cat's Paw,lincoln_paw,Natalie Sumner Lincoln,22,83940,False,False,False,,,"Miss Susan Baird, a stern and eccentric woman living in Georgetown, is found dead in her library. Her niece, Kitty Baird, who has been living with her, is shocked to learn that her aunt has been poisoned with prussic acid. The police, led by Inspector Mitchell, begin an investigation into her death, which appears to be a case of murder rather than suicide, despite initial suspicions. The investigation reveals that Miss Baird was a secretive miser who had amassed a fortune, which she left to Kitty in a will hidden in a series of secret compartments throughout the house.

Kitty, devastated by her aunt's death, finds support from her godfather, Charles Craige, and Edward Rodgers, a handwriting expert who is deeply in love with her. The investigation uncovers that Kitty and her aunt had quarreled over Major Leigh Wallace, a suitor whom Miss Baird disapproved of. Kitty is suspected of being involved in her aunt's death due to her inheritance and the quarrel, but she vehemently denies any wrongdoing.

The inquest reveals that the peaches Miss Baird was eating were poisoned, and only one side of the knife used to cut them was tainted, suggesting a deliberate act by someone who was with Miss Baird. Oscar, the loyal servant, testifies that he did not buy the peaches, adding to the mystery.

Meanwhile, Mrs. Amos Parsons, Kitty's employer, harbors her suspicions about Edward Rodgers, believing he might be an adventurer involved in a past forgery case related to Colonel Holt's will, which had left Leigh Wallace a fortune. She shares her concerns with Inspector Mitchell, who takes the information seriously, especially considering that both Rodgers and Wallace are connected to the Baird case.

As the investigation progresses, it becomes clear that Charles Craige is not just a friend but a suspect. His actions, including his attempt to frame Kitty and his involvement in the poisoning, are uncovered. Craige confesses to the murder, driven by financial desperation and a desire to marry Kitty to cover up his forgery of Miss Baird's financial documents.

The resolution of the case brings relief to Kitty, who inherits her aunt’s wealth legitimately. The mystery of Miss Baird's death is solved, revealing a web of deceit and greed, with Craige as the mastermind behind the murder. Kitty, supported by Edward Rodgers, looks forward to a future free from the shadows cast by her aunt's tragic death."
